Country Name,Country Code,Series Name,Series Code,2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024],2025 [YR2025]
Belarus,BLR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,16563.2014078209,18114.7508606708,19014.0529737698,19037.8847440186,18133.5313085883,17832.4778855815,18413.747563367,20025.9815543598,22301.5932411839,24872.3066744528,27611.1801135157,28429.4948821827,30834.1773668111,33010.3307605357,..
Belarus,BLR,Gini index,SI.POV.GINI,27.2,26.5,26.6,27.2,25.6,25.3,25.4,25.2,25.3,24.4,..,..,..,..,..
Belarus,BLR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.5536585365854,71.9658536585366,72.4707317073171,72.9707317073171,73.6243902439025,73.8268292682927,74.1292682926829,74.1756097560976,74.2268292682927,72.1385609756098,72.0714634146342,74.1033658536585,74.1837804878049,..,..
Belarus,BLR,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,806.445500593522,948.564247815388,1080.54208098632,1023.12317355307,1096.81250685851,1050.702270065,1056.47330120896,1102.02202824589,1305.00109860036,1598.28283021619,1784.44988282305,1881.22546981959,2193.49860229965,..,..
Belgium,BEL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,41244.8495035213,42483.5250666788,43864.1204196838,45147.6429534057,46071.914889496,48414.5518065681,50256.0631772784,52466.7330784599,56712.469571978,56120.0958420466,60669.2137746531,69128.1388883843,71946.1447190292,73514.4831045258,..
Belgium,BEL,Gini index,SI.POV.GINI,28.1,27.5,27.7,28.1,27.7,27.6,27.4,27.2,27.2,26,26.6,26.4,26.8,..,..
Belgium,BEL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,80.5853658536585,80.3853658536585,80.5878048780488,81.2878048780488,80.9926829268293,81.4390243902439,81.4926829268293,81.5951219512195,81.9951219512195,80.6951219512195,81.790243902439,81.7487804878049,82.3975609756098,..,..
Belgium,BEL,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,4309.52513469085,4510.13865772625,4675.18966668753,4806.92747908803,5032.23017951923,5285.85296978273,5509.57633043985,5782.49056208068,6176.00593172252,6441.8068068689,6867.1206498067,7359.42484510018,7489.31179853622,..,..
Belize,BLZ,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,9721.88084559988,9303.37857455225,9525.83089030578,9489.91221371385,9538.38691146009,9399.03567052789,9120.65338346029,9497.23480443418,10499.962073199,9638.89513695889,11716.3267818656,13461.2098451613,13729.892058721,14346.5188049737,..
Belize,BLZ,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,39.9,..,..,..,..,..,..,..
Belize,BLZ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.975,71.134,71.276,71.437,71.647,71.843,72.062,72.322,72.577,71.58,70.917,72.19,73.566,..,..
Belize,BLZ,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,439.208040053986,402.432559172056,420.710863239625,462.282900286949,444.458802251332,448.607851047382,421.671241176752,453.119819271393,507.240209724953,513.545359562076,589.229879362128,567.743810368175,573.336236342235,..,..
